gene	deathrate	p.value	q.value	SD	low-confidence interval	upper-confidence interval	tag
LSB3_p	0.000986759	0.027438928	0.047504187	0.000320274	0.000163469	0.001810049	down
YDR161W	0.000987856	0.034012558	0.052931358	0.000341301	0.000110514	0.001865198	up
MDM35	0.000987974	0.001824283	0.014078346	0.000164225	0.000565821	0.001410127	down
IST3	0.000988956	0.50871837	0.27572555	0.001390426	-0.002585248	0.00456316	up
MNE1	0.00098964	0.04290454	0.06026909	0.000366853	4.66E-05	0.001932667	down
SOY1	0.000990343	0.02913269	0.0491968	0.000327012	0.000149732	0.001830953	down
MEC3	0.000991831	0.018219603	0.038732483	0.000287411	0.000253018	0.001730644	up
YDR431W	0.000993401	0.112968079	0.105575903	0.00051747	-0.000336797	0.002323599	down
DOT6	0.000993452	0.555155267	0.290713519	0.001571927	-0.003047315	0.005034218	up
PET20	0.000993774	0.007721039	0.025179013	0.000231151	0.000399581	0.001587966	up
RIM21	0.000994501	0.1195754	0.109427263	0.000530277	-0.000368619	0.00235762	up
YBR284W	0.000996316	0.023296852	0.044135132	0.000308793	0.000202538	0.001790095	down
MDM38	0.000996964	0.226088802	0.165198834	0.000722414	-0.00086006	0.002853988	up
RMD6	0.000997033	0.051080759	0.066767078	0.000390537	-6.88E-06	0.002000941	down
SAM3	0.000997101	0.005616075	0.022210998	0.000214741	0.000445092	0.00154911	up
DYN3	0.000999461	0.052852168	0.067761551	0.000395828	-1.80E-05	0.00201697	up
IRC15	0.000999568	0.037946731	0.056494419	0.000356855	8.22E-05	0.001916894	down
YOR059C	0.000999824	0.144238072	0.123007604	0.000578017	-0.000486016	0.002485664	up
YOR289W	0.000999857	0.090108086	0.092661133	0.000476828	-0.000225869	0.002225583	up
CCS1	0.001000332	0.50852413	0.275717103	0.001405745	-0.002613252	0.004613916	up
YEL059W	0.001000447	0.870585302	0.38137539	0.005834871	-0.013998567	0.015999461	down
GGA2	0.001001312	0.013195843	0.033098605	0.000266507	0.000316235	0.001686389	down
MLH3	0.001002587	0.007043537	0.023932527	0.000228031	0.000416413	0.00158876	up
ENT5	0.001002671	0.042436681	0.060168698	0.000370423	5.05E-05	0.001954874	up
RPI1	0.001003424	0.295955076	0.195500952	0.000860073	-0.001207465	0.003214313	down
PEX31	0.001004289	0.033708311	0.052603192	0.000346056	0.000114723	0.001893855	down
SNA3	0.001004544	0.002763416	0.016068928	0.00018338	0.00053315	0.001475938	down
MNI2	0.001004968	0.100957528	0.099365192	0.000500586	-0.00028183	0.002291766	up
YBR284W	0.001005191	0.025539619	0.046128006	0.000319677	0.000183435	0.001826948	up
SRB5	0.001005451	0.14515907	0.123528877	0.000582934	-0.000493029	0.002503932	up
SYN8	0.001006107	0.577916126	0.297870129	0.001691714	-0.003342582	0.005354796	up
HMS2	0.001006509	0.12097547	0.109958308	0.000539285	-0.000379768	0.002392786	up
YOR215C	0.001006792	0.018323323	0.038806539	0.000292192	0.000255688	0.001757895	up
YDL119C	0.001007029	0.018559258	0.039159006	0.00029327	0.000253155	0.001760903	down
YML020W	0.001007391	0.027392019	0.047504187	0.000326811	0.000167297	0.001847485	up
YBR074W	0.001007973	0.522673479	0.280375947	0.001467326	-0.002763908	0.004779853	up
ALG5	0.001008189	0.006318405	0.023146947	0.000223354	0.00043404	0.001582339	down
GRE1	0.001008494	0.532158406	0.283396687	0.001503711	-0.002856919	0.004873908	down
YPL077C	0.001008685	0.001724319	0.01385222	0.000165573	0.000583065	0.001434304	down
LDB16	0.001009351	0.13481544	0.118153358	0.000566356	-0.000446515	0.002465216	down
YIP5	0.001009361	0.002366593	0.015054641	0.000177886	0.000552091	0.001466631	down
SUL2	0.001009767	0.406426925	0.239801759	0.001114408	-0.001854909	0.003874443	down
YLR345W	0.001011413	0.25214494	0.177072004	0.000781496	-0.000997487	0.003020312	up
PTC4	0.001012279	0.015219886	0.03560715	0.000279637	0.00029345	0.001731107	up
PHM7	0.001013199	0.693118862	0.332056498	0.002422455	-0.00521392	0.007240318	down
PET10	0.001013237	0.000833262	0.01055568	0.00014178	0.000648779	0.001377695	down
YNL058C	0.001015032	0.077257	0.084086423	0.000457495	-0.000160996	0.002191059	down
YEA4	0.001015719	0.319315864	0.205916038	0.000918868	-0.001346305	0.003377744	down
IRE1	0.001015724	0.289010211	0.192225978	0.00085664	-0.001186339	0.003217787	down
HHT1	0.00101707	0.017370361	0.038106076	0.000290977	0.000269091	0.00176505	down
ERV2	0.001017239	0.07223678	0.080926814	0.000447683	-0.000133566	0.002168045	down
CAF130	0.001018242	0.001457673	0.013363576	0.000161025	0.000604314	0.001432169	down
SET2	0.001018426	0.389187209	0.232947977	0.001080498	-0.001759084	0.003795935	up
APL4	0.001020072	0.233385307	0.168891586	0.000752757	-0.000914953	0.002955096	down
CPR7	0.001021477	0.007869789	0.025276435	0.00023871	0.000407854	0.0016351	up
YDR357C	0.001022171	0.018443244	0.039001868	0.000297177	0.000258253	0.001786088	up
YDR357C	0.001024809	0.142292878	0.122197305	0.000588875	-0.000488941	0.00253856	down
YKR074W	0.001024864	0.055594133	0.069846663	0.00041265	-3.59E-05	0.002085615	up
HAT2	0.00102551	0.020972755	0.041573225	0.000308745	0.000231855	0.001819166	down
JID1	0.001026616	0.061564429	0.073761465	0.000427625	-7.26E-05	0.00212586	up
YPL199C	0.001030303	0.002409857	0.015128929	0.000182322	0.000561629	0.001498978	up
PDB1	0.001030645	0.133341451	0.117490198	0.000575548	-0.000448848	0.002510138	down
RGT1	0.001031452	0.126249592	0.112965952	0.000562656	-0.000414902	0.002477805	down
DFG5	0.001032265	0.127766183	0.113672998	0.000565965	-0.000422595	0.002487125	up
RPL8A	0.001034666	0.025146849	0.04570175	0.000327616	0.000192503	0.001876828	down
YGL177W	0.001036734	0.017218443	0.038069463	0.000295907	0.00027608	0.001797389	down
YOL159C	0.00103971	0.000274271	0.006263801	0.000114791	0.000744629	0.001334791	down
VAB2	0.001039906	0.640432381	0.315376668	0.00209342	-0.004341402	0.006421215	up
VHS1	0.001040794	0.015852713	0.036481652	0.000290617	0.000293738	0.00178785	up
PST2	0.001046404	0.003799024	0.017924625	0.000205541	0.000518044	0.001574765	up
YGR203W	0.001046528	0.011920238	0.031198265	0.000271356	0.000348986	0.00174407	down
FLO8	0.001051855	0.136784638	0.119507346	0.000593958	-0.000474963	0.002578673	up
CIT1	0.001055639	0.04778265	0.064188339	0.000404763	1.52E-05	0.002096116	down
YDR282C	0.001055922	0.002923696	0.016183765	0.000195258	0.000553995	0.001557848	down
APM4	0.001059167	0.45708386	0.258359766	0.001314834	-0.00232072	0.004439055	down
BOP3	0.001059675	0.093333634	0.094738717	0.000512116	-0.000256762	0.002376113	up
HST1	0.001060837	0.242904655	0.173041982	0.000801443	-0.000999337	0.00312101	up
YOR379C	0.001065749	0.000275745	0.006263801	0.000117799	0.000762937	0.001368562	down
YMR210W	0.001066609	0.411227315	0.241823637	0.001190184	-0.001992858	0.004126075	down
MDH2	0.001066906	0.032602628	0.051755378	0.000364033	0.00013113	0.002002683	down
YOL024W	0.00106742	0.065340606	0.076400934	0.0004537	-9.89E-05	0.002233692	down
IST3	0.001068621	0.15638384	0.129863869	0.000641032	-0.000579203	0.002716445	down
RPP2B	0.001069339	0.081537354	0.087228432	0.000491455	-0.000193986	0.002332664	down
TIF4632	0.001070909	0.057729384	0.071164438	0.000436587	-5.14E-05	0.002193191	up
ORT1	0.001071088	0.704400005	0.334931973	0.002665433	-0.005780625	0.007922801	up
TDH3	0.001071358	0.260173352	0.180400706	0.000843986	-0.001098179	0.003240894	up
PEX7	0.001072043	0.575599395	0.297056531	0.001791285	-0.003532602	0.005676688	up
YMR295C	0.001072679	0.073869107	0.08177496	0.000475818	-0.000150449	0.002295808	down
RIM13	0.00107407	0.076368844	0.083539388	0.000482106	-0.000165222	0.002313362	down
REI1	0.001074336	0.32398138	0.207877669	0.000982352	-0.001450881	0.003599553	down
RIM101	0.001074942	0.294170637	0.194692853	0.000917557	-0.001283715	0.003433598	down
TSL1	0.001075639	0.031272163	0.050653639	0.000362558	0.000143654	0.002007625	down
PRR1	0.001075649	0.084950529	0.089145143	0.000501841	-0.000214375	0.002365673	up
DIE2	0.001077633	0.004099439	0.01867916	0.000215462	0.000523771	0.001631496	down
NNF2	0.001078299	0.004449803	0.019372641	0.000219776	0.000513348	0.001643251	down
CBP6	0.001078815	0.086459789	0.090165811	0.000506607	-0.000223459	0.002381089	down
COG8	0.001079987	0.038256134	0.056607669	0.000386515	8.64E-05	0.002073555	up
YDR338C	0.001080144	0.111822283	0.105168054	0.000560334	-0.000360239	0.002520527	up
AYR1	0.001080238	0.007455837	0.024746686	0.000249123	0.000439847	0.001720629	down
EPS1	0.001080462	0.074111052	0.081928662	0.000479825	-0.000152968	0.002313891	down
LAG1	0.001080523	0.180548984	0.142295766	0.000694645	-0.00070512	0.002866166	up
YMR160W	0.001081583	0.003250109	0.017011603	0.00020492	0.000554819	0.001608348	down
MAK3	0.001081924	0.332984512	0.211105733	0.001009885	-0.001514068	0.003677916	up
BEM4	0.001083577	0.010763905	0.029551178	0.000273766	0.000379839	0.001787315	up
RPL24A	0.001084704	0.011973068	0.03122727	0.000281573	0.000360899	0.00180851	up
SPT21	0.001087402	0.034159392	0.053042643	0.000376174	0.000120416	0.002054388	down
SPT21	0.00108829	0.114677328	0.106431743	0.000570377	-0.000377911	0.002554491	up
YNL086W	0.001088872	0.000241519	0.006263801	0.00011705	0.000787986	0.001389758	down
RPL14A	0.001090562	0.624602973	0.310777563	0.002093168	-0.004290097	0.00647122	up
TSL1	0.001092076	0.105151985	0.101564574	0.000552749	-0.000328809	0.002512961	up
STB2	0.001092169	9.92E-05	0.006000589	9.75E-05	0.000841415	0.001342922	down
YGR291C	0.001093086	0.639480988	0.315128531	0.002194078	-0.004546971	0.006733144	up
YDR290W	0.001093158	0.142846005	0.122373843	0.000629238	-0.000524349	0.002710665	up
DFG5	0.001093667	0.310793035	0.202038854	0.000970175	-0.001400247	0.003587581	down
AAP1	0.001095001	0.066849666	0.077458056	0.000469085	-0.00011082	0.002300822	up
LAG1	0.001095985	0.186592898	0.145351325	0.000716374	-0.000745513	0.002937483	down
RPS10A	0.001096893	0.136582402	0.119367678	0.000618989	-0.000494268	0.002688055	up
SDH1	0.00109841	0.013466064	0.033419282	0.000293888	0.000342947	0.001853874	down
BEM4	0.001101953	0.019096782	0.039777699	0.000323398	0.000270631	0.001933275	down
YBR138C	0.001102979	0.000507941	0.008466017	0.000138759	0.000746287	0.00145967	up
YDL050C	0.00110477	0.096586645	0.096888511	0.000540947	-0.000285778	0.002495319	up
SED1	0.001106449	0.055941055	0.070063771	0.000446411	-4.11E-05	0.002253986	down
YOL053W	0.001106808	0.009270355	0.027371609	0.000269343	0.000414439	0.001799178	down
VID27	0.001108182	0.065077635	0.076156676	0.000470376	-0.000100959	0.002317322	up
SDT1	0.001110221	0.067653261	0.077940319	0.000477569	-0.000117408	0.00233785	down
YOL053W	0.001113466	0.064578316	0.075919302	0.000471378	-9.82E-05	0.002325181	up
YLR179C	0.001113906	0.581342076	0.298870303	0.001890549	-0.003745905	0.005973717	up
YIL152W	0.001118171	0.007270233	0.024350319	0.000256289	0.000459358	0.001776984	down
PEX14	0.001118336	0.014047526	0.034052266	0.000302523	0.000340676	0.001895996	up
RRI2	0.001119322	0.187936842	0.145873789	0.000734307	-0.000768274	0.003006918	up
RIM20	0.001121377	0.118606256	0.108928233	0.000595915	-0.000410471	0.002653225	down
SET2	0.001121559	0.382042635	0.22994199	0.001170683	-0.001887779	0.004130896	down
YGR146C	0.001124517	0.068646038	0.078794014	0.000486163	-0.000125204	0.002374238	up
YCL002C	0.001125038	0.497322048	0.272030632	0.001538066	-0.002828686	0.005078763	up
PET10	0.001126229	0.084954224	0.089145143	0.000525447	-0.000224477	0.002476934	up
VMA4	0.001127138	0.006197031	0.023028561	0.000248542	0.00048824	0.001766035	down
CPR6	0.001128223	0.098744941	0.098255394	0.000557161	-0.000304005	0.002560452	up
YOL118C	0.001130313	0.283551131	0.189760041	0.000941176	-0.001289058	0.003549684	up
RCE1	0.001130617	0.029574349	0.049461279	0.000374957	0.00016676	0.002094473	up
RAD2	0.001133453	0.073341266	0.081588227	0.000501503	-0.000155701	0.002422606	up
PHM6	0.00113387	0.086335109	0.090102504	0.000532176	-0.000234131	0.002501871	down
YMC1	0.001134525	0.017062141	0.037842699	0.000323032	0.000304145	0.001964906	up
CHS5	0.001134935	0.549648173	0.289133495	0.001770128	-0.003415323	0.005685193	down
TUB3	0.001135565	0.178968557	0.141446221	0.000726839	-0.000732833	0.003003964	up
YOL098C	0.001138353	0.006646281	0.023593201	0.00025529	0.000482109	0.001794598	down
ISW2	0.001139282	0.106252155	0.102166298	0.000579027	-0.000349153	0.002627718	up
RPL12B	0.001139432	0.145681109	0.123786138	0.000661681	-0.000561474	0.002840338	down
SHE3	0.001140039	0.029018728	0.049063179	0.000376016	0.000173458	0.00210662	up
HNT2	0.001140516	0.038883751	0.057269046	0.000410199	8.61E-05	0.002194966	down
YLR297W	0.001144579	0.003200218	0.016849154	0.000216085	0.000589115	0.001700044	down
YEF1	0.001145802	0.020722184	0.041279879	0.000343827	0.000261967	0.002029638	down
SUR1	0.001146065	0.068512309	0.078709979	0.000495144	-0.000126743	0.002418874	down
ZRG8	0.001146836	0.073642954	0.081737133	0.000508161	-0.000159433	0.002453105	down
RRI2	0.001148263	0.002727327	0.016004223	0.000208989	0.000611039	0.001685486	down
MAM3	0.001149201	0.044926221	0.061820762	0.000432158	3.83E-05	0.002260099	up
UFD2	0.001150217	0.026804552	0.047074836	0.000370846	0.000196926	0.002103509	down
SBE22	0.001150685	0.182556989	0.14347716	0.000743861	-0.000761472	0.003062841	down
CDC10	0.001152417	0.484311571	0.268015166	0.001526523	-0.002771635	0.005076469	up
YOR059C	0.00115737	0.081770229	0.087294446	0.000532466	-0.000211377	0.002526117	down
AFG1	0.001159391	0.04245039	0.060168698	0.000428364	5.82E-05	0.002260537	down
YME2	0.001161108	0.005255021	0.021267553	0.000246136	0.000528397	0.00179382	up
YGL132W	0.001162115	0.002704141	0.016002013	0.000211099	0.000619467	0.001704763	down
MAK31	0.001162147	0.347138218	0.217194711	0.001120369	-0.001717854	0.004042147	up
YOR008C-A	0.001163585	0.043847876	0.060842189	0.000434259	4.73E-05	0.002279884	up
YLL007C	0.001163814	0.593885569	0.302275697	0.002044928	-0.004092842	0.006420469	up
YNL045W	0.001163867	0.198489755	0.151254747	0.000785446	-0.000855186	0.003182921	up
RAS1	0.001164869	0.71293244	0.337522198	0.002990554	-0.006522595	0.008852334	up
SXM1	0.001167111	0.459264622	0.258988099	0.001456308	-0.002576449	0.004910671	up
YLR408C	0.001168062	0.050671704	0.066417328	0.000456347	-5.02E-06	0.002341139	up
YLR042C	0.001170323	0.001743966	0.013862047	0.000192591	0.000675252	0.001665395	up
NOT3	0.001170962	0.040392591	0.058647876	0.000426071	7.57E-05	0.002266212	up
YLR345W	0.001171782	0.055593938	0.069846663	0.000471804	-4.10E-05	0.002384594	down
TUB3	0.00117201	0.151584176	0.127114815	0.000693	-0.000609402	0.002953422	down
JID1	0.001172493	0.00301207	0.016239885	0.000218297	0.000611342	0.001733644	down
YDR417C	0.001174139	0.000385109	0.007860615	0.000139265	0.000816147	0.00153213	up
UBP7	0.001174522	0.086962525	0.090555989	0.000552739	-0.000246338	0.002595383	up
YIL060W	0.001176124	0.064708354	0.075960298	0.000498246	-0.000104657	0.002456905	up
YOR041C	0.001177742	0.014141843	0.03412274	0.000319149	0.000357343	0.00199814	down
LEU3	0.001179892	0.018649179	0.039289872	0.00034406	0.000295458	0.002064325	up
STM1	0.001179905	0.107594462	0.102840005	0.000602678	-0.000369328	0.002729138	up
CSG2	0.001180117	0.325018612	0.20811653	0.001081645	-0.001600339	0.003960573	up
SUE1	0.001181067	0.006994214	0.023932527	0.000268167	0.000491722	0.001870412	up
PMR1	0.00118118	0.925339111	0.396361462	0.011987939	-0.029634799	0.031997158	up
YDR415C	0.001182136	0.028652645	0.048707353	0.000388478	0.000183521	0.002180751	down
SHE3	0.001183618	0.014123385	0.03412274	0.000320632	0.000359407	0.00200783	down
YCK1	0.00118531	0.759620731	0.350725462	0.003667381	-0.008241993	0.010612613	up
SNT309	0.001188967	0.342573342	0.215151028	0.00113436	-0.001726998	0.004104931	up
ATG27	0.001191425	0.065698036	0.07672332	0.000507354	-0.000112771	0.002495621	up
SCT1	0.001192254	0.000264727	0.006263801	0.000130657	0.00085639	0.001528118	down
RTG2	0.001192687	0.012192948	0.031456276	0.000311049	0.00039311	0.001992264	down
PET20	0.001193953	0.000635471	0.009371507	0.000157583	0.000788872	0.001599033	down
YDL180W	0.001195699	0.043730393	0.060817194	0.000445872	4.95E-05	0.002341848	down
NUP2	0.001196274	0.029307034	0.049268788	0.000395691	0.000179117	0.002213431	down
YCK3	0.001197394	0.138512701	0.120159916	0.000679882	-0.000550298	0.002945087	down
ZRT3	0.001198601	0.001058798	0.011254327	0.000176688	0.000744411	0.001652791	up
YBR042C	0.001199502	0.004425614	0.019333167	0.000244166	0.000571853	0.001827151	down
FKS1	0.001202269	0.00728603	0.024351321	0.000275711	0.000493532	0.001911007	down
KIP2	0.001206282	0.035783867	0.054603476	0.000423116	0.000118628	0.002293936	up
YKL136W	0.001206445	0.052899408	0.067761551	0.000477941	-2.21E-05	0.002435033	down
DYN1	0.001206616	0.238466451	0.171266336	0.000901685	-0.00111124	0.003524472	up
ATP11	0.001208329	0.117616339	0.10819689	0.000639903	-0.000436594	0.002853252	up
SHR5	0.001210785	0.274541244	0.186207845	0.000987017	-0.001326424	0.003747994	up
ERV25	0.001214136	0.112790944	0.105525184	0.000632049	-0.000410598	0.002838871	up
YHL005C	0.001215884	0.369148335	0.225658216	0.001232409	-0.001952125	0.004383893	up
PDA1	0.001217595	0.146861546	0.124526212	0.000709651	-0.000606622	0.003041811	up
YBR224W	0.001217705	0.061283758	0.073644462	0.000506441	-8.41E-05	0.002519552	down
YLR168C	0.001217727	0.053614289	0.068211129	0.000484522	-2.78E-05	0.002463229	down
YIR014W	0.001218896	0.108177083	0.103173425	0.000623938	-0.000384989	0.002822781	down
YCK3	0.001220782	0.172499162	0.138155103	0.00076734	-0.000751727	0.003193291	up
YNG1	0.001220812	0.160814789	0.131948509	0.000741972	-0.000686489	0.003128112	down
BNI4	0.001222547	0.040658203	0.058755533	0.000445735	7.67E-05	0.002368346	up
DCC1	0.001222986	0.006483407	0.023410783	0.00027263	0.000522168	0.001923804	down
PEX29	0.001223013	0.109423379	0.103758562	0.000628926	-0.000393692	0.002839719	down
GEM1	0.001224217	0.028443672	0.048484543	0.000401461	0.000192228	0.002256205	up
RAD28	0.001224239	0.149313763	0.12592318	0.000718906	-0.000623767	0.003072245	down
YDL180W	0.001225297	2.40E-05	0.003539363	8.18E-05	0.001015106	0.001435488	up
SLK19	0.001226054	0.655394726	0.320281075	0.002585947	-0.005421334	0.007873443	down
YLR049C	0.001228069	0.003741709	0.017800491	0.000240375	0.000610166	0.001845972	down
YJR079W	0.001231921	0.009816832	0.028385253	0.000304112	0.000450177	0.002013665	up
RAD14	0.001233079	0.004045374	0.018658411	0.000245779	0.000601285	0.001864874	down
SMF3	0.001233782	0.223074707	0.163505458	0.000887252	-0.001046972	0.003514536	down
ERV2	0.001233982	0.071188522	0.080401811	0.000540292	-0.000154883	0.002622846	up
YOR246C	0.001234398	0.034264938	0.053134758	0.000427417	0.000135688	0.002333109	down
ALG8	0.001234656	0.022696323	0.043638538	0.000379896	0.000258102	0.00221121	up
ATG27	0.001234796	0.019005698	0.039684799	0.000361916	0.00030446	0.002165131	down
GSH2	0.00123547	0.007767945	0.025179013	0.000287796	0.000495665	0.001975274	down
YNL045W	0.001235873	0.124115125	0.111730426	0.000669326	-0.000484686	0.002956431	down
YBR042C	0.001237642	0.004530299	0.019462919	0.000253317	0.00058647	0.001888815	up
FIG4	0.001238292	0.059175095	0.072282301	0.000508996	-7.01E-05	0.002546707	up
TRM1	0.001242564	0.393793237	0.234314556	0.001332239	-0.002182064	0.004667193	up
LAG2	0.001243438	0.07026828	0.079860882	0.000541961	-0.000149718	0.002636594	up
GUT2	0.001243716	0.023866946	0.044512038	0.000388079	0.000246126	0.002241306	up
IDP3	0.001244125	0.277211461	0.186842845	0.001020611	-0.00137944	0.003867689	down
YHR097C	0.001245453	0.132990065	0.117320144	0.000694709	-0.000540354	0.00303126	up
MTQ1	0.001247737	0.00795752	0.025355826	0.000292379	0.000496151	0.001999322	up
GOS1	0.001247961	0.246940142	0.174767603	0.000952156	-0.001199634	0.003695555	up
RBG2	0.001248396	0.430532492	0.248811572	0.001456494	-0.002495642	0.004992434	down
GUF1	0.001251116	0.069875714	0.079573438	0.000544244	-0.000147907	0.00265014	up
ACM1	0.001253076	0.001970252	0.014472897	0.000211909	0.000708346	0.001797806	down
MAM33	0.00125346	0.023830997	0.044506405	0.000390955	0.000248478	0.002258442	up
PPH21	0.00125394	0.121755986	0.110347277	0.000673664	-0.00047777	0.002985649	up
MAD2	0.001255402	0.013678837	0.033739248	0.000337261	0.000388445	0.002122359	down
PMP3	0.001262717	0.007767816	0.025179013	0.000294142	0.0005066	0.002018834	down
YML047W-A	0.001263769	0.469606041	0.262626569	0.001616063	-0.002890453	0.00541799	up
YGL160W	0.001263833	0.061906424	0.074030001	0.000527419	-9.19E-05	0.002619606	up
YKU80	0.001266744	0.094649667	0.095558031	0.000615462	-0.000315351	0.002848839	down
YGL199C	0.001270958	0.018675676	0.039316289	0.000370757	0.000317897	0.002224019	up
FCY1	0.001272296	0.098319902	0.098033677	0.000627262	-0.000340132	0.002884725	down
SDC1	0.001275237	0.171490154	0.13762883	0.00079928	-0.000779377	0.003329851	down
CUE5	0.001277172	0.024436465	0.045254469	0.000401158	0.000245961	0.002308382	up
BNA5	0.001277974	0.004075096	0.018664442	0.000255163	0.000622057	0.001933891	down
YCL002C	0.001278552	0.003686368	0.017798547	0.000249392	0.00063747	0.001919635	down
YHR151C	0.001279957	0.101024151	0.099393085	0.000637726	-0.00035937	0.002919284	down
GIM4	0.001280609	0.157854155	0.130507717	0.000771556	-0.000702739	0.003263956	up
TBS1	0.001282707	0.09002013	0.092610132	0.000611494	-0.000289189	0.002854603	down
YLR171W	0.001284856	0.207646759	0.155598404	0.000888181	-0.000998286	0.003567999	up
ZRT3	0.00128564	4.15E-06	0.002204202	6.01E-05	0.001131105	0.001440174	down
YGL160W	0.001285897	0.030245891	0.049912416	0.000429237	0.000182507	0.002389286	down
PUF2	0.001289581	0.001157325	0.011684325	0.000193836	0.000791311	0.001787851	down
AAT1	0.001290803	0.002314201	0.015019784	0.000226338	0.000708984	0.001872623	down
SOK1	0.001293418	0.112577193	0.105455515	0.000672803	-0.000436078	0.003022914	up
SNX41	0.001293817	0.042659366	0.060265958	0.000478758	6.31E-05	0.002524504	down
SNX41	0.001295511	0.014226657	0.034221441	0.00035161	0.000391668	0.002199354	up
ELA1	0.001295886	0.515083123	0.278242665	0.001850962	-0.003462163	0.006053934	up
YMR160W	0.001296254	0.047711671	0.064149445	0.000496787	1.92E-05	0.002573287	up
SHE4	0.001296712	0.333261572	0.21123384	0.001211139	-0.001816619	0.004410043	up
YFL051C	0.001296812	0.094228944	0.095269858	0.000629001	-0.000320086	0.00291371	down
STP3	0.001300717	0.045824641	0.062689532	0.000492184	3.55E-05	0.002565917	up
LDB16	0.001301544	0.271725763	0.185183347	0.001053955	-0.001407734	0.004010823	up
UGA2	0.001302086	0.255529147	0.178558264	0.001014354	-0.001305394	0.003909567	up
NFI1	0.001302174	0.103053455	0.100531003	0.000653869	-0.000378649	0.002982997	up
SGN1	0.001303024	0.090538575	0.092872135	0.000622522	-0.00029722	0.002903269	down
YKL187C	0.001304317	0.435172739	0.250211087	0.001538218	-0.002649798	0.005258433	down
RMD8	0.001307145	0.147059688	0.124581713	0.000762309	-0.000652431	0.003266722	down
IDP1	0.001307499	0.009695733	0.028213542	0.000321767	0.000480371	0.002134628	down
GFD1	0.001311549	0.077731865	0.084342546	0.000592442	-0.000211372	0.002834471	down
YLR169W	0.001311704	0.17406547	0.138730184	0.000828143	-0.000817105	0.003440514	down
YOR055W	0.001312751	0.029189065	0.049226329	0.000433713	0.000197856	0.002427647	down
PIH1	0.00131349	0.110775248	0.104532347	0.000678799	-0.000431418	0.003058398	down
YOR152C	0.00131686	0.041953021	0.059864368	0.000484776	7.07E-05	0.002563016	up
PDA1	0.00131732	0.073770046	0.081737133	0.000584058	-0.000184048	0.002818688	down
YNL235C	0.00131793	0.160436801	0.131851608	0.00080011	-0.000738819	0.003374678	up
ASG7	0.00132007	0.587455851	0.300639661	0.00227842	-0.004536795	0.007176934	down
RAD14	0.001320194	0.002744662	0.016006415	0.000240629	0.000701638	0.001938751	up
IPT1	0.001320589	0.176923304	0.140223217	0.000840463	-0.000839891	0.003481068	up
YGL101W	0.001321314	0.338958007	0.213851351	0.001250275	-0.00189262	0.004535248	down
YGR146C	0.001325743	0.022558422	0.043514208	0.000407234	0.000278913	0.002372572	down
COG6	0.001327959	0.010148458	0.028845544	0.000330565	0.000478215	0.002177703	up
YBL053W	0.001328214	0.43326529	0.249656132	0.001559474	-0.002680542	0.005336969	up
ECM25	0.001328307	0.081769467	0.087294446	0.000611106	-0.000242591	0.002899204	down
RIM20	0.001329309	0.195206702	0.14986469	0.000889298	-0.000956704	0.003615323	up
YOR152C	0.00133163	0.014224104	0.034221441	0.000361396	0.000402632	0.002260629	down
YLR046C	0.001332115	0.007402315	0.024646175	0.00030667	0.000543794	0.002120436	up
FET5	0.001332785	0.161436051	0.132148619	0.000811502	-0.000753247	0.003418816	down
LAG2	0.001333591	0.072118749	0.080857564	0.000586571	-0.000174237	0.00284142	down
YGR126W	0.001337201	0.717788248	0.339109926	0.003495665	-0.007648692	0.010323094	up
MMR1	0.001338474	0.002553817	0.015604187	0.000239993	0.000721553	0.001955395	down
YDR307W	0.001340094	0.551810669	0.289922633	0.002101928	-0.004063083	0.00674327	down
YKL063C	0.001341702	0.010276169	0.028924394	0.000335038	0.000480458	0.002202945	up
FLO8	0.001341814	0.001767054	0.013862047	0.000221461	0.000772531	0.001911096	down
YPR059C	0.001343694	0.014023305	0.034052266	0.000363322	0.000409745	0.002277642	down
ICS3	0.001343876	0.145405183	0.123626268	0.000779738	-0.000660504	0.003348255	up
YPR003C	0.001345672	0.002373018	0.015054641	0.000237301	0.00073567	0.001955674	down
RAD24	0.001348739	0.20737729	0.155562015	0.000931689	-0.001046243	0.00374372	down
YBR090C	0.001349439	0.053877777	0.06848449	0.000537787	-3.30E-05	0.002731865	down
NIP100	0.001351344	0.193154366	0.148732469	0.000899089	-0.000959838	0.003662526	up
PUF2	0.001352981	0.001551185	0.013610483	0.000216927	0.000795353	0.001910609	up
SUR1	0.001355362	0.052218873	0.067544247	0.000534686	-1.91E-05	0.002729816	up
YIR014W	0.001357285	0.125553557	0.112561473	0.000738666	-0.000541516	0.003256087	up
ALT1	0.001359523	0.329252151	0.20968337	0.001258216	-0.001874825	0.00459387	up
MAK10	0.001361145	0.25560668	0.178560841	0.00106056	-0.001365113	0.004087402	up
VPS61	0.001362592	0.20298611	0.153535552	0.000930523	-0.001029395	0.003754579	down
ERP4	0.001367027	0.0005717	0.00889209	0.00017638	0.000913627	0.001820427	down
MSN4	0.001369283	0.088219563	0.091324787	0.000647847	-0.000296062	0.003034628	up
BNI4	0.001371658	0.002147118	0.014742957	0.000236485	0.000763754	0.001979562	down
PHO80	0.001372705	0.099291677	0.098538197	0.000679348	-0.000373615	0.003119025	up
CPR7	0.001374906	0.003714851	0.017798547	0.000268666	0.000684278	0.002065534	down
